userId,movieId,rating,timestamp
3,15,4.5,1253810544
6,15,2.5,1516854671
7,15,4.5,1062959284
13,16,1.0,1419212169
9,16,4.5,1488561518
10,16,2.5,1596751693
22,16,4.0,1166211829
10,17,2.0,1062795957
19,17,4.0,1065452690
24,17,2.5,1053839920
19,17,3.0,1570292350
2,18,5.0,1086019028
28,18,1.5,1638914080
3,18,3.5,1252548261
13,18,1.5,1611684318
19,19,3.5,1665055833
3,19,2.5,1626713347
19,19,3.0,1279995032
7,19,3.5,1337352358
9,20,2.5,1693101194
10,20,3.0,1077892576
1,20,3.0,1604509817
4,20,1.5,1228872698
9,21,1.5,1374745382
29,21,1.5,1262298393
12,21,2.0,1470497096
27,21,3.0,1324825305
20,21,5.0,1567945747
1,21,3.5,1595499669
10,21,4.5,1111225158
9,22,1.5,1114929002
24,22,3.0,1292431670
10,22,3.5,1368164906
7,22,3.5,1283450553
16,23,2.0,1054544899
3,23,3.5,1297083132
2,23,1.0,1140466536
21,23,5.0,1173497327
24,23,3.0,1459225330
18,23,1.0,1080792472
29,23,4.0,1160045822
2,24,4.5,1625464884
18,24,1.5,1136843584
2,24,2.0,1042836793
29,24,2.5,1267930513
22,24,1.5,1601170349
29,24,4.5,1666430218
24,24,1.5,1254194771
26,25,4.0,1442697755
1,25,1.5,1356681425
26,25,4.5,1266467544
9,25,1.5,1116066793
28,26,1.0,1505399561
8,26,2.0,1494246837
12,26,2.0,1244378798
8,26,1.0,1207371533
13,26,2.5,1074539964
25,26,2.0,1688785773
13,27,3.5,1575757257
11,27,5.0,1123847257
29,27,5.0,1191735734
19,27,5.0,1285042337
2,27,1.5,1466609283
12,27,4.0,1336808455
14,27,3.5,1549136331
13,28,4.5,1204095531
9,28,1.0,1468213197
1,28,3.0,1578158427
24,29,5.0,1211564862
12,29,2.5,1354549587
20,29,2.5,1133815413
24,29,4.5,1544518647
10,29,3.5,1350236225
13,29,4.0,1595295870
5,29,2.0,1407104143
22,29,4.0,1186860433
19,30,2.0,1588343096
27,30,1.0,1308071259
7,30,2.5,1622753913
20,30,3.5,1499277266
15,30,3.0,1229460134
17,30,3.0,1182204745
22,30,1.5,1553462378
21,31,3.5,1100273738
27,31,5.0,1252188235
22,31,2.0,1213814138
5,31,1.0,1262897676
16,31,3.5,1078198716
15,31,2.5,1676205431
19,31,2.0,1412293741
16,31,2.5,1158453521
23,32,1.0,1114447237
25,32,2.5,1188856883
26,32,5.0,1556152900
15,32,1.0,1267574609
30,32,4.5,1490122159
5,32,4.0,1570298515
18,32,3.5,1475209597
20,32,4.5,1542001424
27,33,4.5,1478796089
29,33,1.5,1509677794
15,33,2.0,1265471644
27,33,3.5,1559741412
16,33,3.5,1294846763
15,33,1.5,1306798268
9,34,2.5,1579984033
3,34,1.5,1248315126
13,34,4.0,1229730155
3,34,2.5,1355281184
15,35,2.5,1222086735
27,35,2.5,1627150493
23,35,1.0,1618142807
13,35,3.0,1377698143
10,35,4.0,1449920675
18,35,4.0,1586405096
26,35,3.5,1236801619
8,36,2.0,1521454127
1,36,2.5,1434131719
24,36,1.5,1501856351
30,36,1.5,1668143326
18,36,1.0,1423076025
19,36,3.5,1029100607
21,37,2.5,1495744935
6,37,1.0,1407059676
11,37,2.0,1350948014
25,38,4.5,1298775766
25,38,5.0,1452651788
9,38,4.5,1504988121
1,38,4.0,1055926488
12,38,2.0,1073678414
2,39,4.0,1265518424
7,39,4.5,1667154083
5,39,2.0,1508482316
22,39,1.5,1234037646
15,39,4.0,1396098177
6,39,3.5,1122978730
25,39,4.5,1333975497
4,39,3.5,1334961542
22,40,4.5,1402982778
13,40,5.0,1212954978
3,40,3.5,1673496394
8,40,1.5,1323821937
28,40,3.5,1129981882
26,40,5.0,1044097647
12,40,3.0,1397897455
17,41,3.5,1013585139
28,41,2.5,1526350075
4,41,2.5,1388896443
29,42,4.5,1164272995
14,42,1.5,1560221300
21,42,2.0,1577858758
25,42,3.0,1467694547
27,42,4.0,1288187517
11,42,4.5,1093053577
9,42,4.5,1261846370
25,42,3.0,1655338677
13,43,2.5,1530757561
28,43,2.5,1523502759
7,43,2.5,1277403790
11,43,2.0,1640116562
23,43,4.5,1596776072
1,43,3.0,1205145276
3,43,2.0,1436398872
16,43,3.0,1258045858
16,44,3.5,1527015393
15,44,4.0,1099915275
10,44,2.0,1261246928
10,44,3.5,1396232693
16,44,3.0,1369106688
14,44,5.0,1590975123
11,44,2.5,1487205269
9,44,2.0,1247538338
24,45,2.0,1128370927
24,45,3.0,1198803134
7,45,2.0,1519904272
24,46,3.5,1563324548
20,46,2.0,1107939087
27,46,2.0,1244258191
12,46,1.5,1015191689
23,46,3.0,1294539550
2,47,3.0,1135591568
21,47,4.5,1527076988
4,47,4.5,1616396766
16,48,3.0,1365830215
6,48,5.0,1271096600
28,48,3.0,1070161976
13,48,3.0,1619571745
21,48,3.5,1162915636
26,49,3.5,1326240903
3,49,5.0,1127186396
18,49,4.0,1651028618
20,49,4.0,1242329714
13,50,3.0,1475368059
10,50,4.5,1460452529
10,50,3.5,1064671796
20,50,5.0,1106551233
25,50,2.0,1226586581
9,50,3.5,1168638768
8,50,1.5,1080600295
1,51,2.5,1637599912
16,51,2.0,1248545713
10,51,4.0,1487512424
3,51,3.5,1284063364
19,52,3.5,1212406764
14,52,1.5,1241387305
21,52,1.5,1285220694
27,52,1.5,1064035859
6,52,4.0,1638923667
24,52,4.5,1309893263
15,52,1.5,1326515425
23,52,2.5,1292322121
18,53,3.0,1086373782
20,53,1.0,1463887247
24,53,2.5,1268830491
1,53,1.5,1617615339
19,53,5.0,1289385259
19,53,1.0,1188109614
16,53,3.0,1474840200
6,54,5.0,1468027936
21,54,4.5,1097970787
16,54,2.5,1357887167
11,54,3.5,1172684373
11,54,2.5,1532005813
22,55,5.0,1590661740
2,55,3.0,1337710224
9,55,2.5,1433979662
28,55,3.0,1001235946
22,55,4.5,1496043327
2,56,2.0,1388457631
20,56,4.0,1671527524
15,56,4.0,1218568997
9,56,3.0,1309268943
15,56,4.5,1520455331
4,56,1.0,1676481264
26,57,2.0,1170057261
10,57,3.0,1592975437
14,57,1.5,1121827951
15,57,5.0,1695472980
27,57,1.5,1313383963
17,57,4.0,1446129354
27,57,3.0,1507042130
15,58,3.0,1411872350
7,58,4.5,1545719501
24,58,4.5,1074958005
9,58,4.0,1445541033
30,59,4.0,1286874458
27,59,1.0,1320571903
27,59,3.5,1525747313
28,59,1.5,1578296492
16,59,2.5,1592616814
13,60,3.0,1345505799
28,60,2.0,1256415500
19,60,2.5,1441066404
2,60,2.5,1507854378
23,60,4.5,1409343829
13,60,5.0,1163321843
16,60,5.0,1135555899
19,61,2.5,1107765664
28,61,4.5,1107064620
17,61,4.5,1016479358
24,61,1.5,1165744099
3,61,3.0,1284566044
11,61,3.5,1426794469
21,61,1.5,1352794611
28,62,3.0,1340012324
21,62,4.0,1523929617
28,62,3.0,1662992051
3,62,2.0,1308570854
8,62,4.0,1465973314
4,62,4.0,1107918827
15,62,1.5,1321549249
29,62,1.0,1348294647
10,63,2.5,1462446417
5,63,2.0,1442437192
19,63,3.5,1193334613
6,64,1.5,1410753814
20,64,3.5,1534366139
30,64,3.5,1249310440
15,64,3.5,1493460064
22,65,1.0,1499561877
29,65,2.0,1586905284
6,65,1.5,1371048258
19,65,2.0,1455598254
23,65,2.0,1324400672
13,66,4.5,1114518079
8,66,2.5,1385429460
19,66,2.0,1317001612
1,66,5.0,1424993183
1,67,3.5,1052660856
30,67,3.5,1533356861
27,67,4.5,1307298630
25,67,4.0,1651831074
26,67,2.5,1683563240
20,68,2.0,1146865585
21,68,1.5,1673728014
21,68,1.0,1473330302
2,68,3.5,1141102355
30,69,2.0,1446143048
6,69,2.0,1579184667
29,69,5.0,1569998399
30,70,2.0,1176678230
9,70,4.5,1517380166
26,70,2.0,1363692735
26,70,1.5,1080852074
5,70,4.0,1242251928
28,70,3.5,1426717340
28,70,4.0,1392747974
26,71,2.5,1283960237
18,71,1.5,1395765839
22,71,4.0,1281493671
13,72,4.5,1398866784
4,72,3.5,1506244434
1,72,3.5,1602806585
11,72,4.5,1237691219
21,72,1.5,1498503464
30,72,4.0,1697115550
14,72,1.5,1048690765
10,73,5.0,1124683417
4,73,2.0,1577186272
5,73,2.5,1398370582
24,74,4.0,1580027275
14,74,3.5,1165917699
29,74,2.5,1106323670
27,74,3.0,1438211092
9,74,1.0,1397853519
7,74,3.0,1253524015
28,74,2.5,1394422907
18,74,4.5,1692377512
2,75,2.5,1203805386
4,75,5.0,1488249062
3,75,3.5,1689024924
21,75,3.5,1022932394
2,75,4.0,1261530104
26,76,3.5,1073669588
27,76,4.0,1222433532
19,76,2.0,1250180427
11,76,4.0,1639930411
9,77,4.5,1155357534
5,77,3.0,1187364857
4,77,3.5,1027681228
1,78,2.5,1255477113
19,78,2.5,1187095435
9,78,1.0,1452002959
17,78,1.5,1068244921
15,79,4.0,1551085057
19,79,1.5,1540992677
8,79,5.0,1046562851
24,79,4.0,1559903980
10,79,3.0,1033447745
2,79,5.0,1431233244
22,80,1.5,1476271425
3,80,4.5,1345864933
20,80,1.5,1135497187
9,80,3.5,1628530544
18,80,4.0,1408992977
20,80,3.0,1487173220
20,81,2.5,1122851168
28,81,3.5,1591991695
24,81,4.5,1461784080
15,81,4.5,1444328940
11,81,4.5,1428133274
14,81,4.0,1335596237
14,81,2.5,1273685835
5,82,3.5,1509241268
3,82,1.5,1091659287
3,82,2.5,1400126515
26,82,1.5,1064404084
19,82,5.0,1603102938
22,83,1.5,1379673044
28,83,3.5,1454124989
28,83,4.5,1055239803
10,83,3.5,1377577220
4,83,3.5,1228426553
22,84,3.0,1116198604
12,84,4.5,1394665673
4,84,4.0,1616435189
8,84,4.0,1602332331
20,85,3.5,1597794767
1,85,3.5,1287169808
1,85,1.5,1331769776
30,85,2.5,1006556040
6,85,4.5,1608082645
22,85,2.5,1152336745
24,85,3.5,1032917811
24,86,3.0,1403935666
14,86,3.0,1169016920
12,86,2.0,1348303473
20,87,1.5,1056488296
5,87,1.5,1663398699
2,87,3.5,1292168202
15,87,3.5,1521475287
20,87,3.0,1293310667
7,87,4.0,1122210617
12,87,2.5,1304133583
22,88,3.5,1565791188
22,88,2.0,1236779871
13,88,5.0,1058821683
1,88,2.0,1226810757
25,88,1.5,1274361983
10,88,2.5,1008299923
16,88,4.0,1188650860
5,88,2.5,1247079497
18,89,4.5,1380284107
3,89,2.5,1045421708
14,89,1.0,1083604337
28,89,2.5,1460940492
19,89,2.5,1687346882
14,89,2.0,1434900128
1,89,5.0,1184547422
15,90,4.5,1388536370
3,90,2.5,1113669678
8,90,2.5,1429979713
17,90,1.5,1333154770
24,90,2.5,1357629711
25,90,1.5,1548127255
21,90,1.5,1547556857
29,91,4.0,1376990466
24,91,5.0,1693039113
27,91,1.5,1110385522
5,91,2.0,1186293158
5,92,4.0,1080909963
6,92,5.0,1674254861
16,92,3.0,1605306363
25,92,3.5,1606118438
21,92,3.5,1670575153
11,92,4.5,1673469560
11,92,1.5,1073321814
15,93,3.5,1294928601
19,93,1.0,1544748834
3,93,2.0,1485238820
2,93,1.0,1308246619
3,93,3.5,1096955134
20,93,3.5,1412834919
19,94,3.0,1044047803
15,94,4.5,1613811693
21,94,2.0,1649620068
16,94,3.0,1066436383
15,94,1.5,1368763500
23,94,1.5,1693773681
2,95,2.0,1470039364
15,95,3.0,1654773573
6,95,2.5,1303754671
13,95,2.5,1363318956
20,96,1.0,1677409303
21,96,2.5,1354002758
4,96,3.0,1415070154
10,96,2.0,1647145068
28,96,1.5,1087512088
19,96,3.5,1375617211
10,96,5.0,1420861681
5,96,3.5,1090966348
18,97,2.5,1352699013
27,97,1.5,1565210546
3,97,3.5,1454629125
17,97,2.5,1389336282
10,97,1.5,1229987621
25,98,3.0,1243248743
5,98,1.5,1317604347
28,98,4.0,1545127678
25,98,3.0,1565359037
2,98,3.5,1663606238
20,99,2.5,1174211616
6,99,4.5,1670809983
26,99,4.5,1469948247
2,99,2.5,1255046107
20,100,2.0,1482032731
8,100,3.0,1332288618
26,100,4.0,1208323285
12,100,3.5,1612483158
15,100,3.0,1302550088
25,100,2.5,1566355637
