"movieId"	"title"	"budget"	"genres"	"spoken_languages"
"70"	"From Dusk Till Dawn"	"19000000"	"[{\"id\": 27, \"name\": \"Horror\"}, {\"id\": 28, \"name\": \"Action\"}, {\"id\": 53, \"name\": \"Thriller\"}, {\"id\": 80, \"name\": \"Crime\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}, {\"name\": \"Español\", \"iso_639_1\": \"es\"}]"
"71"	"Fair Game"	"50000000"	"[{\"id\": 28, \"name\": \"Action\"}, {\"id\": 53, \"name\": \"Thriller\"}, {\"id\": 10749, \"name\": \"Romance\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}, {\"name\": \"Español\", \"iso_639_1\": \"es\"}]"
"72"	"Kicking and Screaming"	"0"	"[{\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 18, \"name\": \"Drama\"}, {\"id\": 10749, \"name\": \"Romance\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"73"	"Les Miserables"	"0"	"[{\"id\": 18, \"name\": \"Drama\"}, {\"id\": 36, \"name\": \"History\"}]"	"[{\"name\": \"Français\", \"iso_639_1\": \"fr\"}]"
"74"	"Bed of Roses"	"0"	"[{\"id\": 18, \"name\": \"Drama\"}, {\"id\": 10749, \"name\": \"Romance\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"75"	"Big Bully"	"15000000"	"[{\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 10751, \"name\": \"Family\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"76"	"Screamers"	"20000000"	"[{\"id\": 27, \"name\": \"Horror\"}, {\"id\": 878, \"name\": \"Science Fiction\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"77"	"Nico Icon"	"0"	"[{\"id\": 99, \"name\": \"Documentary\"}]"	"[{\"name\": \"Deutsch\", \"iso_639_1\": \"de\"}, {\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"78"	"The Crossing Guard"	"0"	"[{\"id\": 18, \"name\": \"Drama\"}, {\"id\": 53, \"name\": \"Thriller\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"79"	"The Juror"	"44000000"	"[{\"id\": 18, \"name\": \"Drama\"}, {\"id\": 53, \"name\": \"Thriller\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"80"	"The White Balloon"	"0"	"[{\"id\": 10751, \"name\": \"Family\"}, {\"id\": 18, \"name\": \"Drama\"}]"	"[{\"name\": \"فارسی\", \"iso_639_1\": \"fa\"}]"
"81"	"Things to Do in Denver When You're Dead"	"8000000"	"[{\"id\": 18, \"name\": \"Drama\"}, {\"id\": 80, \"name\": \"Crime\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"82"	"Antonia's Line"	"900000"	"[{\"id\": 18, \"name\": \"Drama\"}, {\"id\": 35, \"name\": \"Comedy\"}]"	"[{\"name\": \"Nederlands\", \"iso_639_1\": \"nl\"}]"
"83"	"Once Upon a Time... When We Were Colored"	"0"	"[{\"id\": 10749, \"name\": \"Romance\"}, {\"id\": 18, \"name\": \"Drama\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"84"	"Last Summer in the Hamptons"	"0"	"[]"	"[]"
"85"	"Angels and Insects"	"0"	"[{\"id\": 18, \"name\": \"Drama\"}, {\"id\": 10749, \"name\": \"Romance\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"86"	"White Squall"	"38000000"	"[{\"id\": 28, \"name\": \"Action\"}, {\"id\": 18, \"name\": \"Drama\"}]"	"[{\"name\": \"Dansk\", \"iso_639_1\": \"da\"}, {\"name\": \"English\", \"iso_639_1\": \"en\"}, {\"name\": \"Français\", \"iso_639_1\": \"fr\"}, {\"name\": \"Deutsch\", \"iso_639_1\": \"de\"}]"
"87"	"Dunston Checks In"	"16000000"	"[{\"id\": 12, \"name\": \"Adventure\"}, {\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 10751, \"name\": \"Family\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}, {\"name\": \"Français\", \"iso_639_1\": \"fr\"}, {\"name\": \"Pусский\", \"iso_639_1\": \"ru\"}]"
"88"	"Black Sheep"	"0"	"[{\"id\": 35, \"name\": \"Comedy\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"89"	"Nick of Time"	"8169363"	"[{\"id\": 80, \"name\": \"Crime\"}, {\"id\": 18, \"name\": \"Drama\"}, {\"id\": 53, \"name\": \"Thriller\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"90"	"The Journey of August King"	"0"	"[{\"id\": 18, \"name\": \"Drama\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"92"	"Mary Reilly"	"47000000"	"[{\"id\": 18, \"name\": \"Drama\"}, {\"id\": 27, \"name\": \"Horror\"}, {\"id\": 53, \"name\": \"Thriller\"}, {\"id\": 10749, \"name\": \"Romance\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"93"	"Vampire in Brooklyn"	"14000000"	"[{\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 27, \"name\": \"Horror\"}, {\"id\": 10749, \"name\": \"Romance\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"94"	"Beautiful Girls"	"0"	"[{\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 18, \"name\": \"Drama\"}, {\"id\": 10749, \"name\": \"Romance\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"95"	"Broken Arrow"	"50000000"	"[{\"id\": 28, \"name\": \"Action\"}, {\"id\": 12, \"name\": \"Adventure\"}, {\"id\": 18, \"name\": \"Drama\"}, {\"id\": 53, \"name\": \"Thriller\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"96"	"A Midwinter's Tale"	"0"	"[{\"id\": 35, \"name\": \"Comedy\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"97"	"La Haine"	"3000000"	"[{\"id\": 18, \"name\": \"Drama\"}]"	"[{\"name\": \"Français\", \"iso_639_1\": \"fr\"}]"
"98"	"Shopping"	"0"	"[{\"id\": 28, \"name\": \"Action\"}, {\"id\": 12, \"name\": \"Adventure\"}, {\"id\": 18, \"name\": \"Drama\"}, {\"id\": 878, \"name\": \"Science Fiction\"}, {\"id\": 53, \"name\": \"Thriller\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"99"	"Heidi Fleiss: Hollywood Madam"	"0"	"[{\"id\": 99, \"name\": \"Documentary\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"100"	"City Hall"	"0"	"[{\"id\": 18, \"name\": \"Drama\"}, {\"id\": 53, \"name\": \"Thriller\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"101"	"Bottle Rocket"	"7000000"	"[{\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 80, \"name\": \"Crime\"}, {\"id\": 18, \"name\": \"Drama\"}]"	"[{\"name\": \"Español\", \"iso_639_1\": \"es\"}, {\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"102"	"Mr. Wrong"	"0"	"[{\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 10749, \"name\": \"Romance\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"103"	"Unforgettable"	"18000000"	"[{\"id\": 18, \"name\": \"Drama\"}, {\"id\": 9648, \"name\": \"Mystery\"}, {\"id\": 878, \"name\": \"Science Fiction\"}, {\"id\": 53, \"name\": \"Thriller\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"104"	"Happy Gilmore"	"12000000"	"[{\"id\": 35, \"name\": \"Comedy\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"105"	"The Bridges of Madison County"	"24000000"	"[{\"id\": 18, \"name\": \"Drama\"}, {\"id\": 10749, \"name\": \"Romance\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"106"	"Nobody Loves Me"	"0"	"[{\"id\": 18, \"name\": \"Drama\"}, {\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 10751, \"name\": \"Family\"}]"	"[{\"name\": \"Deutsch\", \"iso_639_1\": \"de\"}]"
"107"	"Muppet Treasure Island"	"0"	"[{\"id\": 28, \"name\": \"Action\"}, {\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 10402, \"name\": \"Music\"}, {\"id\": 10751, \"name\": \"Family\"}, {\"id\": 12, \"name\": \"Adventure\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"108"	"Catwalk"	"0"	"[{\"id\": 99, \"name\": \"Documentary\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"109"	"Headless Body in Topless Bar"	"0"	"[{\"id\": 80, \"name\": \"Crime\"}]"	"[]"
"110"	"Braveheart"	"72000000"	"[{\"id\": 28, \"name\": \"Action\"}, {\"id\": 18, \"name\": \"Drama\"}, {\"id\": 36, \"name\": \"History\"}, {\"id\": 10752, \"name\": \"War\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}, {\"name\": \"Français\", \"iso_639_1\": \"fr\"}, {\"name\": \"Latin\", \"iso_639_1\": \"la\"}, {\"name\": \"\", \"iso_639_1\": \"gd\"}]"
"111"	"Taxi Driver"	"1300000"	"[{\"id\": 80, \"name\": \"Crime\"}, {\"id\": 18, \"name\": \"Drama\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}, {\"name\": \"Español\", \"iso_639_1\": \"es\"}]"
"112"	"Rumble in the Bronx"	"7500000"	"[{\"id\": 80, \"name\": \"Crime\"}, {\"id\": 28, \"name\": \"Action\"}, {\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 53, \"name\": \"Thriller\"}]"	"[{\"name\": \"广州话 / 廣州話\", \"iso_639_1\": \"cn\"}, {\"name\": \"English\", \"iso_639_1\": \"en\"}]"
